package name,class name,method name,method signature
javacard.security,DSAKey,setP,(byte[];short;short)
javacard.security,DSAKey,getG,(byte[];short)
javacard.security,DSAKey,setG,(byte[];short;short)
javacard.security,AlgorithmParameterSpec
javacard.security,SignatureMessageRecovery,getLength,()
javacard.security,SignatureMessageRecovery,init,(javacard.security.Key;byte)
javacard.security,SignatureMessageRecovery,sign,(byte[];short;short;byte[];short;short[];short)
javacard.security,SignatureMessageRecovery,getInstance,(byte;byte;byte;boolean)
javacard.security,SignatureMessageRecovery,getInstance,(byte;boolean)
javacard.security,SignatureMessageRecovery,getAlgorithm,()
javacard.security,SignatureMessageRecovery,beginVerify,(byte[];short;short)
javacard.security,SignatureMessageRecovery,verify,(byte[];short;short)
javacard.security,SignatureMessageRecovery,update,(byte[];short;short)
javacard.security,DSAPrivateKey,getQ,(byte[];short)
javacard.security,DSAPrivateKey,getP,(byte[];short)
javacard.security,DSAPrivateKey,setQ,(byte[];short;short)
javacard.security,DSAPrivateKey,getSize,()
javacard.security,DSAPrivateKey,getType,()
javacard.security,DSAPrivateKey,setP,(byte[];short;short)
javacard.security,DSAPrivateKey,isInitialized,()
javacard.security,DSAPrivateKey,getG,(byte[];short)
javacard.security,DSAPrivateKey,clearKey,()
javacard.security,DSAPrivateKey,getX,(byte[];short)
javacard.security,DSAPrivateKey,setX,(byte[];short;short)
javacard.security,DSAPrivateKey,setG,(byte[];short;short)
javacard.security,PrimalityTestParamSpec,getType,()
javacard.security,PrimalityTestParamSpec,getRounds,()
javacard.security,PrimalityTestParamSpec,genKeyPair,(javacard.security.AlgorithmParameterSpec)
javacardx.security.cert,Certificate,getType,()
javacardx.security.cert,Certificate,verify,(javacard.security.PublicKey)
javacardx.security.cert,Certificate,getPublicKey,()
javacardx.security.cert,CertificateParser.KeyHandler,getName,()
javacardx.security.cert,CertificateParser.KeyHandler,onKey,(byte;short)
javacardx.security.cert,CertificateParser.KeyHandler,getPublicKey,()
javacardx.security.cert,CertificateParser.KeyHandler,getType,()
javacardx.security.cert,CertificateParser.KeyHandler,getSize,()
javacardx.security.cert,CertificateParser.KeyHandler,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,CertificateParser.KeyHandler,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler;javacard.security.PublicKey)
javacardx.security.cert,CertificateParser.KeyHandler,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,CertificateParser.KeyHandler,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler;javacard.security.PublicKey)
javacardx.security.cert,X509Certificate,getExtensions,(javacardx.security.cert.X509Certificate.ExtensionHandler)
javacardx.security.cert,X509Certificate,getPublicKey,()
javacardx.security.cert,X509Certificate,getType,()
javacardx.security.cert,X509Certificate,onExtension,(byte[];boolean;byte[])
javacardx.security.cert,X509Certificate,getField,(short)
javacardx.security.cert,X509Certificate,getExtension,(byte[];short;short)
javacardx.security.cert,X509Certificate,verify,(javacard.security.PublicKey)
javacardx.security.cert,X509Certificate,getVersion,()
javacardx.security.cert,CertificateParser,onKey,(byte;short)
javacardx.security.cert,CertificateParser,getInstance,(short)
javacardx.security.cert,CertificateParser,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,CertificateParser,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler;javacard.security.PublicKey)
javacardx.security.cert,CertificateParser,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,CertificateParser,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler;javacard.security.PublicKey)
javacardx.security.cert,CertificateParser.ParserHandler,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,CertificateParser.ParserHandler,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler;javacard.security.PublicKey)
javacardx.security.cert,CertificateParser.ParserHandler,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,CertificateParser.ParserHandler,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler;javacard.security.PublicKey)
javacardx.security.cert,CertificateException,throwIt,(short)
javacardx.security.cert,CertificateException,setReason,(short)
javacardx.security.cert,CertificateException,getReason,()
javacardx.security.cert,X509Certificate.ExtensionHandler,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,X509Certificate.ExtensionHandler,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,X509Certificate.ExtensionHandler,onExtension,(byte[];boolean;byte[])
javacardx.security.cert,X509Certificate.FieldHandler,parseCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,X509Certificate.FieldHandler,buildCert,(byte[];short;short;javacardx.security.cert.CertificateParser.ParserHandler)
javacardx.security.cert,X509Certificate.FieldHandler,onField,(short;byte[])
java.rmi,Remote
javacardx.annotations,StringDef,value,()
javacardx.annotations,StringDef,name,()
javacardx.annotations,StringDef,reference,()
javacardx.annotations,StringPool,export,()
javacardx.annotations,StringPool,value,()
javacardx.annotations,StringPool,name,()
javacardx.annotations,StringPool,reference,()
javacardx.framework.time,DateTimeException,throwIt,(short)
javacardx.framework.time,DateTimeException,setReason,(short)
javacardx.framework.time,DateTimeException,getReason,()
javacardx.framework.time,SysTime,uptime,(javacardx.framework.time.TimeDuration)
javacardx.framework.time,TimeDuration,isNegative,()
javacardx.framework.time,TimeDuration,neg,()
javacardx.framework.time,TimeDuration,minus,(javacardx.framework.time.TimeDuration)
javacardx.framework.time,TimeDuration,minus,(short;short)
javacardx.framework.time,TimeDuration,abs,()
javacardx.framework.time,TimeDuration,compareTo,(javacardx.framework.time.TimeDuration)
javacardx.framework.time,TimeDuration,compareTo,(short;short)
javacardx.framework.time,TimeDuration,toBytes,(byte[];short;short;short)
javacardx.framework.time,TimeDuration,getInstance,(byte)
javacardx.framework.time,TimeDuration,getInstance,(byte;short;short)
javacardx.framework.time,TimeDuration,set,(byte[];short;short;short)
javacardx.framework.time,TimeDuration,plus,(javacardx.framework.time.TimeDuration)
javacardx.framework.time,TimeDuration,plus,(short;short)
javacardx.framework.time,TimeDuration,reset,()
javacardx.framework.time,TimeDuration,getMemoryType,()
javacardx.framework.time,TimeDuration,getByteLength,(short)
javacardx.biometry,OwnerBioTemplate,getPublicTemplateData,(short;byte[];short;short)
javacardx.biometry,OwnerBioTemplate,getBioType,()
javacardx.biometry,OwnerBioTemplate,getTriesRemaining,()
javacardx.biometry,OwnerBioTemplate,getVersion,(byte[];short)
javacardx.biometry,OwnerBioTemplate,init,(byte[];short;short)
javacardx.biometry,OwnerBioTemplate,isValidated,()
javacardx.biometry,OwnerBioTemplate,match,(byte[];short;short)
javacardx.biometry,OwnerBioTemplate,isInitialized,()
javacardx.biometry,OwnerBioTemplate,clear,()
javacardx.biometry,OwnerBioTemplate,reset,()
javacardx.biometry,OwnerBioTemplate,initMatch,(byte[];short;short)
javacardx.biometry,OwnerBioTemplate,resetUnblockAndSetTryLimit,(byte)
javacardx.biometry,OwnerBioTemplate,update,(byte[];short;short)
javacardx.biometry,OwnerBioTemplate,doFinal,()
javacardx.biometry,BioBuilder,buildBioTemplate,(byte;byte)
javacardx.biometry,BioBuilder,buildBioTemplate,(byte;byte;byte[];byte)
javacardx.biometry,SharedBioTemplate,getPublicTemplateData,(short;byte[];short;short)
javacardx.biometry,SharedBioTemplate,getBioType,()
javacardx.biometry,SharedBioTemplate,isValidated,()
javacardx.biometry,SharedBioTemplate,match,(byte[];short;short)
javacardx.biometry,SharedBioTemplate,isInitialized,()
javacardx.biometry,SharedBioTemplate,reset,()
javacardx.biometry,SharedBioTemplate,initMatch,(byte[];short;short)
javacardx.biometry,SharedBioTemplate,getTriesRemaining,()
javacardx.biometry,SharedBioTemplate,getVersion,(byte[];short)
javacardx.biometry,BioTemplate,getPublicTemplateData,(short;byte[];short;short)
javacardx.biometry,BioTemplate,getBioType,()
javacardx.biometry,BioTemplate,isValidated,()
javacardx.biometry,BioTemplate,match,(byte[];short;short)
javacardx.biometry,BioTemplate,isInitialized,()
javacardx.biometry,BioTemplate,reset,()
javacardx.biometry,BioTemplate,initMatch,(byte[];short;short)
javacardx.biometry,BioTemplate,getTriesRemaining,()
javacardx.biometry,BioTemplate,getVersion,(byte[];short)
javacardx.biometry,BioException,throwIt,(short)
javacardx.biometry,BioException,setReason,(short)
javacardx.biometry,BioException,getReason,()
javacardx.apdu,ExtendedLength
javacardx.crypto,KeyEncryption,setKeyCipher,(javacardx.crypto.Cipher)
javacardx.crypto,KeyEncryption,getKeyCipher,()
javacardx.crypto,AEADCipher,verifyTag,(byte[];short;short;short)
javacardx.crypto,AEADCipher,init,(javacard.security.Key;byte)
javacardx.crypto,AEADCipher,init,(javacard.security.Key;byte;byte[];short;short)
javacardx.crypto,AEADCipher,init,(javacard.security.Key;byte;byte[];short;short;short;short;short)
javacardx.crypto,AEADCipher,getCipherAlgorithm,()
javacardx.crypto,AEADCipher,getInstance,(byte;byte;boolean)
javacardx.crypto,AEADCipher,getInstance,(byte;boolean)
javacardx.crypto,AEADCipher,getAlgorithm,()
javacardx.crypto,AEADCipher,retrieveTag,(byte[];short;short)
javacardx.crypto,AEADCipher,getPaddingAlgorithm,()
javacardx.crypto,AEADCipher,updateAAD,(byte[];short;short)
javacardx.crypto,AEADCipher,update,(byte[];short;short;byte[];short)
javacardx.crypto,AEADCipher,doFinal,(byte[];short;short;byte[];short)
javacardx.crypto,Cipher,init,(javacard.security.Key;byte)
javacardx.crypto,Cipher,init,(javacard.security.Key;byte;byte[];short;short)
javacardx.crypto,Cipher,getCipherAlgorithm,()
javacardx.crypto,Cipher,getInstance,(byte;byte;byte;boolean)
javacardx.crypto,Cipher,getInstance,(byte;byte;boolean)
javacardx.crypto,Cipher,getInstance,(byte;boolean)
javacardx.crypto,Cipher,getAlgorithm,()
javacardx.crypto,Cipher,getPaddingAlgorithm,()
javacardx.crypto,Cipher,update,(byte[];short;short;byte[];short)
javacardx.crypto,Cipher,doFinal,(byte[];short;short;byte[];short)
javacardx.crypto,Cipher.OneShot,close,()
javacardx.crypto,Cipher.OneShot,init,(javacard.security.Key;byte)
javacardx.crypto,Cipher.OneShot,init,(javacard.security.Key;byte;byte[];short;short)
javacardx.crypto,Cipher.OneShot,getCipherAlgorithm,()
javacardx.crypto,Cipher.OneShot,getInstance,(byte;byte;boolean)
javacardx.crypto,Cipher.OneShot,getInstance,(byte;boolean)
javacardx.crypto,Cipher.OneShot,open,(byte;byte)
javacardx.crypto,Cipher.OneShot,getAlgorithm,()
javacardx.crypto,Cipher.OneShot,getPaddingAlgorithm,()
javacardx.crypto,Cipher.OneShot,update,(byte[];short;short;byte[];short)
javacardx.crypto,Cipher.OneShot,doFinal,(byte[];short;short;byte[];short)
javacardx.framework.util,UtilException,throwIt,(short)
javacardx.framework.util,UtilException,setReason,(short)
javacardx.framework.util,UtilException,getReason,()
javacardx.framework.util,ArrayLogic,getUnusedCommitCapacity,()
javacardx.framework.util,ArrayLogic,arrayCopyRepackNonAtomic,(java.lang.Object;short;short;java.lang.Object;short)
javacardx.framework.util,ArrayLogic,arrayCopyRepack,(java.lang.Object;short;short;java.lang.Object;short)
javacardx.framework.util,ArrayLogic,arrayCompareGeneric,(java.lang.Object;short;java.lang.Object;short;short)
javacardx.framework.util,ArrayLogic,arrayFillGenericNonAtomic,(java.lang.Object;short;short;java.lang.Object;short)
javacardx.framework.util,ArrayLogic,arrayFindGeneric,(java.lang.Object;short;byte[];short)
javacardx.framework.util,ArrayLogic,arrayFillGeneric,(java.lang.Object;short;short;java.lang.Object;short)
javacard.framework,MultiSelectable,deselect,(boolean)
javacard.framework,MultiSelectable,select,(boolean)
javacard.framework,Util,getUnusedCommitCapacity,()
javacard.framework,Util,getShort,(byte[];short)
javacard.framework,Util,setShort,(byte[];short;short)
javacard.framework,Util,makeShort,(byte;byte)
javacard.framework,Util,arrayFillNonAtomic,(byte[];short;short;byte)
javacard.framework,Util,arrayCopyNonAtomic,(byte[];short;byte[];short;short)
javacard.framework,Util,arrayFill,(byte[];short;short;byte)
javacard.framework,Util,arrayCompare,(byte[];short;byte[];short;short)
javacard.framework,Util,arrayCopy,(byte[];short;byte[];short;short)
javacard.framework,SystemException,throwIt,(short)
javacard.framework,SystemException,setReason,(short)
javacard.framework,SystemException,getReason,()
javacard.framework,ISOException,throwIt,(short)
javacard.framework,ISOException,setReason,(short)
javacard.framework,ISOException,getReason,()
javacard.framework,JCSystem,isObjectDeletionSupported,()
javacard.framework,JCSystem,getUnusedCommitCapacity,()
javacard.framework,JCSystem,lookupAID,(byte[];short;byte)
javacard.framework,JCSystem,getAttributes,(java.lang.Object)
javacard.framework,JCSystem,abortTransaction,()
javacard.framework,JCSystem,getCLAChannel,()
javacard.framework,JCSystem,isTransient,(java.lang.Object)
javacard.framework,JCSystem,getPreviousContextAID,()
javacard.framework,JCSystem,makeTransientBooleanArray,(short;byte)
javacard.framework,JCSystem,getAvailableMemory,(short[];short;byte)
javacard.framework,JCSystem,getAvailableMemory,(byte[];short;byte)
javacard.framework,JCSystem,getAvailableMemory,(byte)
javacard.framework,JCSystem,commitTransaction,()
javacard.framework,JCSystem,makeGlobalArray,(byte;short)
javacard.framework,JCSystem,requestObjectDeletion,()
javacard.framework,JCSystem,getShareableInterfaceObject,(javacard.framework.AID;byte)
javacard.framework,JCSystem,getAID,()
javacard.framework,JCSystem,makeShortArrayView,(short[];short;short;short;javacard.framework.Shareable)
javacard.framework,JCSystem,makeTransientObjectArray,(short;byte)
javacard.framework,JCSystem,isArrayView,(java.lang.Object)
javacard.framework,JCSystem,makeArrayView,(java.lang.Object;short;short;short;javacard.framework.Shareable)
javacard.framework,JCSystem,getTransactionDepth,()
javacard.framework,JCSystem,makeTransientByteArray,(short;byte)
javacard.framework,JCSystem,getAssignedChannel,()
javacard.framework,JCSystem,beginTransaction,()
javacard.framework,JCSystem,getAppletShareableInterfaceObject,(javacard.framework.AID;byte)
javacard.framework,JCSystem,getMaxCommitCapacity,()
javacard.framework,JCSystem,isAppletActive,(javacard.framework.AID)
javacard.framework,JCSystem,makeBooleanArrayView,(boolean[];short;short;short;javacard.framework.Shareable)
javacard.framework,JCSystem,makeByteArrayView,(byte[];short;short;short;javacard.framework.Shareable)
javacard.framework,JCSystem,makeTransientIntArray,(short;byte)
javacard.framework,JCSystem,makeTransientShortArray,(short;byte)
javacard.framework,JCSystem,getVersion,()
javacard.framework,SensitiveArrays,getUnusedCommitCapacity,()
javacard.framework,SensitiveArrays,isIntegritySensitiveArraysSupported,()
javacard.framework,SensitiveArrays,isIntegritySensitive,(java.lang.Object)
javacard.framework,SensitiveArrays,assertIntegrity,(java.lang.Object)
javacard.framework,SensitiveArrays,clearArray,(java.lang.Object)
javacard.framework,SensitiveArrays,makeIntegritySensitiveArray,(byte;byte;short)
javacard.framework,PINException,throwIt,(short)
javacard.framework,PINException,setReason,(short)
javacard.framework,PINException,getReason,()
javacard.framework,APDUException,throwIt,(short)
javacard.framework,APDUException,setReason,(short)
javacard.framework,APDUException,getReason,()
javacard.framework,AID,getPartialBytes,(short;byte[];short;byte)
javacard.framework,AID,getBytes,(byte[];short)
javacard.framework,AID,partialEquals,(byte[];short;byte)
javacard.framework,AID,RIDEquals,(javacard.framework.AID)
javacard.framework,Applet,selectingApplet,()
javacard.framework,Applet,deselect,()
javacard.framework,Applet,reSelectingApplet,()
javacard.framework,Applet,getAppletShareableInterfaceObject,(javacard.framework.AID;byte)
javacard.framework,Applet,register,()
javacard.framework,Applet,register,(byte[];short;byte)
javacard.framework,Applet,install,(byte[];short;byte)
javacard.framework,Applet,getShareableInterfaceObject,(javacard.framework.AID;byte)
javacard.framework,Applet,select,()
javacard.framework,Applet,process,(javacard.framework.APDU)
javacard.framework,APDU,getCLAChannel,()
javacard.framework,APDU,getNAD,()
javacard.framework,APDU,sendBytes,(short;short)
javacard.framework,APDU,getIncomingLength,()
javacard.framework,APDU,setOutgoingNoChaining,()
javacard.framework,APDU,setOutgoing,()
javacard.framework,APDU,getOffsetCdata,()
javacard.framework,APDU,waitExtension,()
javacard.framework,APDU,getOutBlockSize,()
javacard.framework,APDU,receiveBytes,(short)
javacard.framework,APDU,setOutgoingAndSend,(short;short)
javacard.framework,APDU,sendBytesLong,(byte[];short;short)
javacard.framework,APDU,isCommandChainingCLA,()
javacard.framework,APDU,getBuffer,()
javacard.framework,APDU,setIncomingAndReceive,()
javacard.framework,APDU,getLogicalChannelEncoding,()
javacard.framework,APDU,isISOInterindustryCLA,()
javacard.framework,APDU,getCurrentAPDU,()
javacard.framework,APDU,isValidCLA,()
javacard.framework,APDU,getInBlockSize,()
javacard.framework,APDU,getCurrentState,()
javacard.framework,APDU,isSecureMessagingCLA,()
javacard.framework,APDU,setOutgoingLength,(short)
javacard.framework,APDU,getProtocol,()
javacard.framework,APDU,getCurrentAPDUBuffer,()
javacard.framework,UserException,throwIt,(short)
javacard.framework,UserException,setReason,(short)
javacard.framework,UserException,getReason,()
javacard.framework,OwnerPIN,resetAndUnblock,()
javacard.framework,OwnerPIN,getValidatedFlag,()
javacard.framework,OwnerPIN,isValidated,()
javacard.framework,OwnerPIN,beginTransaction,()
javacard.framework,OwnerPIN,setValidatedFlag,(boolean)
javacard.framework,OwnerPIN,check,(byte[];short;byte)
javacard.framework,OwnerPIN,reset,()
javacard.framework,OwnerPIN,getTriesRemaining,()
javacard.framework,OwnerPIN,update,(byte[];short;byte)
javacard.framework,ISO7816
javacard.framework,CardRuntimeException,throwIt,(short)
javacard.framework,CardRuntimeException,setReason,(short)
javacard.framework,CardRuntimeException,getReason,()
javacard.framework,TransactionException,throwIt,(short)
javacard.framework,TransactionException,setReason,(short)
javacard.framework,TransactionException,getReason,()
javacard.framework,OwnerPINBuilder,buildOwnerPIN,(byte;byte;byte)
javacard.framework,OwnerPINBuilder,setTryLimit,(byte)
javacard.framework,OwnerPINBuilder,decrementTriesRemaining,()
javacard.framework,OwnerPINx,isValidated,()
javacard.framework,OwnerPINx,beginTransaction,()
javacard.framework,OwnerPINx,getTryLimit,()
javacard.framework,OwnerPINx,check,(byte[];short;byte)
javacard.framework,OwnerPINx,reset,()
javacard.framework,OwnerPINx,getTriesRemaining,()
javacard.framework,OwnerPINx,setTryLimit,(byte)
javacard.framework,OwnerPINx,update,(byte[];short;byte)
javacard.framework,OwnerPINx,setTriesRemaining,(byte)
javacard.framework,Shareable
javacard.framework,Resources,getView,(short)
javacard.framework,Resources,getView,(short;short;short)
javacard.framework,Resources,getResources,()
javacard.framework,Resources,getSize,(short)
javacard.framework,OwnerPINxWithPredecrement,isValidated,()
javacard.framework,OwnerPINxWithPredecrement,getTryLimit,()
javacard.framework,OwnerPINxWithPredecrement,check,(byte[];short;byte)
javacard.framework,OwnerPINxWithPredecrement,reset,()
javacard.framework,OwnerPINxWithPredecrement,decrementTriesRemaining,()
javacard.framework,OwnerPINxWithPredecrement,getTriesRemaining,()
javacard.framework,OwnerPINxWithPredecrement,setTryLimit,(byte)
javacard.framework,OwnerPINxWithPredecrement,update,(byte[];short;byte)
javacard.framework,OwnerPINxWithPredecrement,setTriesRemaining,(byte)
javacard.framework,CardException,throwIt,(short)
javacard.framework,CardException,setReason,(short)
javacard.framework,CardException,getReason,()
javacard.framework,PIN,isValidated,()
javacard.framework,PIN,check,(byte[];short;byte)
javacard.framework,PIN,getTriesRemaining,()
javacard.framework,PIN,reset,()
javacard.framework,AppletEvent,uninstall,()
javacardx.framework.string,StringUtil,compare,(boolean;byte[];short;short;byte[];short;short)
javacardx.framework.string,StringUtil,arrayCompare,(byte[];short;byte[];short;short)
javacardx.framework.string,StringUtil,valueOf,(short;byte[];short)
javacardx.framework.string,StringUtil,valueOf,(short[];byte[];short)
javacardx.framework.string,StringUtil,valueOf,(boolean;byte[];short)
javacardx.framework.string,StringUtil,endsWith,(byte[];short;short;byte[];short;short;short)
javacardx.framework.string,StringUtil,offsetByCodePoints,(byte[];short;short;short;short)
javacardx.framework.string,StringUtil,parseBoolean,(byte[];short;short)
javacardx.framework.string,StringUtil,codePointBefore,(byte[];short;short;short;byte[];short)
javacardx.framework.string,StringUtil,startsWith,(byte[];short;short;byte[];short;short;short)
javacardx.framework.string,StringUtil,convertFrom,(byte[];short;short;byte[];short;byte)
javacardx.framework.string,StringUtil,codePointCount,(byte[];short;short)
javacardx.framework.string,StringUtil,toUpperCase,(byte[];short;short;byte[];short)
javacardx.framework.string,StringUtil,convertTo,(byte[];short;short;byte[];short;byte)
javacardx.framework.string,StringUtil,toLowerCase,(byte[];short;short;byte[];short)
javacardx.framework.string,StringUtil,codePointAt,(byte[];short;short;short;byte[];short)
javacardx.framework.string,StringUtil,check,(byte[];short;short)
javacardx.framework.string,StringUtil,parseShortInteger,(byte[];short;short)
javacardx.framework.string,StringUtil,replace,(byte[];short;short;byte[];short;short;byte[];short;short;byte[];short)
javacardx.framework.string,StringUtil,parseLongInteger,(byte[];short;short;short[];short)
javacardx.framework.string,StringUtil,substring,(byte[];short;short;short;short;byte[];short)
javacardx.framework.string,StringUtil,trim,(byte[];short;short;byte[];short)
javacardx.framework.string,StringUtil,indexOf,(byte[];short;short;byte[];short;short)
javacardx.framework.string,StringException,throwIt,(short)
javacardx.framework.string,StringException,setReason,(short)
javacardx.framework.string,StringException,getReason,()
javacardx.apdu.util,APDUUtil,isISOInterindustryCLA,()
javacardx.apdu.util,APDUUtil,isISOInterindustryCLA,(byte)
javacardx.apdu.util,APDUUtil,getCLAChannel,()
javacardx.apdu.util,APDUUtil,getCLAChannel,(byte)
javacardx.apdu.util,APDUUtil,isValidCLA,()
javacardx.apdu.util,APDUUtil,isValidCLA,(byte)
javacardx.apdu.util,APDUUtil,isSecureMessagingCLA,()
javacardx.apdu.util,APDUUtil,isSecureMessagingCLA,(byte)
javacardx.apdu.util,APDUUtil,isCommandChainingCLA,()
javacardx.apdu.util,APDUUtil,isCommandChainingCLA,(byte)
